age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
62, Local-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,8614.0,0.0,45.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
45, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
33, Private, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
45, State-gov, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Federal-gov, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, India,>50K
31, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
33, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,55.0, United-States,>50K
41, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,45.0, United-States,>50K
39, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688.0,0.0,55.0, United-States,>50K
46, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,42.0, United-States,>50K
38, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
32, State-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,65.0, United-States,>50K
52, Federal-gov, Assoc-acdm,12.0, Widowed, Exec-managerial, Unmarried, White, Male,13550.0,0.0,40.0, United-States,>50K
48, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2415.0,60.0, United-States,>50K
41, Private, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
21, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,60.0, United-States,>50K
57, Local-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
25, State-gov, Some-college,10.0, Divorced, Other-service, Unmarried, White, Male,0.0,2472.0,40.0, United-States,>50K
45, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
32, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Nicaragua,>50K
42, Private, Masters,14.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
53, Self-emp-inc, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,99999.0,0.0,75.0, United-States,>50K
55, Private, Masters,14.0, Widowed, Exec-managerial, Own-child, White, Male,0.0,0.0,62.0, United-States,>50K
31, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,45.0, United-States,>50K
34, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,45.0, United-States,>50K
45, State-gov, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
44, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
39, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
57, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
49, Self-emp-inc, Prof-school,15.0, Widowed, Prof-specialty, Unmarried, White, Male,99999.0,0.0,50.0, United-States,>50K
32, Private, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, White, Male,10520.0,0.0,40.0, United-States,>50K
61, Federal-gov, Masters,14.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
34, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
30, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,34.0, United-States,>50K
59, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
56, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,52.0, United-States,>50K
56, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,15024.0,0.0,24.0, United-States,>50K
40, Self-emp-inc, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,65.0, United-States,>50K
39, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, Haiti,>50K
39, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
43, Private, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
60, Private, 11th,7.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,70.0, United-States,>50K
50, Private, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,>50K
38, Private, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
59, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
43, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States,>50K
43, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
61, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
52, State-gov, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
37, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
57, Private, Some-college,10.0, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,0.0,0.0,90.0, United-States,>50K
31, Local-gov, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,1902.0,50.0, United-States,>50K
41, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
31, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
46, Local-gov, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
35, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Private, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
39, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
59, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,42.0, United-States,>50K
58, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,47.0, United-States,>50K
55, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
58, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
46, Private, Bachelors,13.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,42.0, United-States,>50K
40, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,50.0, United-States,>50K
63, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0.0,0.0,40.0, India,>50K
31, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
52, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688.0,0.0,72.0, United-States,>50K
40, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
50, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
51, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
53, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
74, Private, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,7262.0,0.0,30.0, United-States,>50K
63, Self-emp-not-inc, Masters,14.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
46, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,50.0, United-States,>50K
50, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1848.0,48.0, United-States,>50K
56, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103.0,0.0,40.0, United-States,>50K
52, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,66.0, United-States,>50K
29, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
32, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
55, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,4787.0,0.0,40.0, United-States,>50K
32, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,46.0, United-States,>50K
54, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
47, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
70, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,6514.0,0.0,40.0, United-States,>50K
48, Private, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
63, Self-emp-not-inc, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
48, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
33, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
48, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
43, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
42, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
59, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,42.0, United-States,>50K
37, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
47, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
38, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
39, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
56, Private, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
56, Private, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Portugal,>50K
29, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
47, Private, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,2444.0,50.0, United-States,>50K
44, Self-emp-not-inc, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,27828.0,0.0,60.0, United-States,>50K
42, Federal-gov, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
44, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
61, Local-gov, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30.0, United-States,>50K
59, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
39, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,80.0, United-States,>50K
34, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
57, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024.0,0.0,8.0, United-States,>50K
30, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
38, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,45.0, United-States,>50K
38, Local-gov, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,3103.0,0.0,50.0, United-States,>50K
52, Local-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
53, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
39, Self-emp-not-inc, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
37, State-gov, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
25, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
50, Local-gov, Masters,14.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,2415.0,50.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
50, Private, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Male,15020.0,0.0,40.0, United-States,>50K
53, Local-gov, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
46, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
37, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
66, Self-emp-inc, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Male,0.0,0.0,86.0, United-States,>50K
33, Private, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
46, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,14344.0,0.0,40.0, United-States,>50K
64, Self-emp-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,6418.0,0.0,65.0, United-States,>50K
43, Private, Masters,14.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,>50K
39, Private, Masters,14.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
37, Self-emp-not-inc, Prof-school,15.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,1564.0,55.0, United-States,>50K
44, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1902.0,80.0, United-States,>50K
38, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States,>50K
50, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
43, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
77, State-gov, Doctorate,16.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0.0,0.0,4.0, United-States,>50K
49, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,75.0, United-States,>50K
35, Private, Some-college,10.0, Separated, Transport-moving, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,>50K
31, Local-gov, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
40, State-gov, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,72.0, United-States,>50K
50, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
31, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,1848.0,50.0, United-States,>50K
43, Local-gov, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
64, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
34, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
40, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,65.0, United-States,>50K
44, Private, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Male,7430.0,0.0,45.0, United-States,>50K
54, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
39, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
54, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
58, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
29, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
45, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
48, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1485.0,55.0, United-States,>50K
65, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,10605.0,0.0,44.0, United-States,>50K
42, Private, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
49, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
31, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
65, Federal-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
44, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
36, Local-gov, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
51, Private, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,38.0, United-States,>50K
55, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,>50K
24, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
56, Self-emp-inc, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,60.0, Italy,>50K
31, Local-gov, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
63, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,60.0, United-States,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,40.0, United-States,>50K
57, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
49, Self-emp-not-inc, 5th-6th,3.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
45, Local-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
46, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
47, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
42, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
44, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
47, State-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
61, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,45.0, United-States,>50K
54, State-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
50, Self-emp-inc, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
40, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
43, Self-emp-inc, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,99999.0,0.0,45.0, United-States,>50K
42, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,15024.0,0.0,40.0, United-States,>50K
51, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
29, Federal-gov, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,46.0, United-States,>50K
64, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
58, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
43, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
40, Private, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, Canada,>50K
51, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
39, Federal-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,>50K
43, Private, Prof-school,15.0, Divorced, Prof-specialty, Unmarried, White, Female,15020.0,0.0,35.0, United-States,>50K
60, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386.0,0.0,84.0, United-States,>50K
60, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
41, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
43, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,5.0, United-States,>50K
37, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
31, State-gov, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
50, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
32, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
52, Self-emp-not-inc, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
38, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,60.0, United-States,>50K
38, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
31, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,99.0, United-States,>50K
56, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,45.0, United-States,>50K
41, Self-emp-inc, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
37, Private, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
52, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
47, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
37, Private, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
47, Private, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Italy,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,15024.0,0.0,50.0, England,>50K
45, Private, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386.0,0.0,40.0, United-States,>50K
57, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
61, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
58, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
50, Self-emp-inc, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,60.0, United-States,>50K
